,State,Agency Type,City,Population1,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Crimes Against Persons,Kidnapping/ Abduction,Sex Offenses,"Sex Offenses, Nonforcible",Burglary/ Breaking & Entering,Destruction/ Damage/ Vandalism,Fraud Offenses,Credit Card/ Automated Teller Machine Fraud,Theft From Building,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Violations,Weapon Law Violations
3169,OKLAHOMA,Nonmetropolitan Counties,Roger Mills,5227.0,27,53.0,13.0,26,2.0,1.0,2.0,4.0,7.0,1.0,6.0,8.0,2.0,1.0,3.0,9.0,4.0
3170,OKLAHOMA,Nonmetropolitan Counties,Seminole,5227.0,83,342.0,54.0,79,2.0,4.0,2.0,122.0,40.0,10.0,3.0,9.0,14.0,3.0,1.0,29.0,6.0
3171,OKLAHOMA,Nonmetropolitan Counties,Texas,5227.0,25,54.0,11.0,18,2.0,6.0,1.0,6.0,13.0,1.0,1.0,9.0,2.0,3.0,1.0,7.0,4.0
3172,OKLAHOMA,Nonmetropolitan Counties,Tillman,5227.0,36,128.0,13.0,33,2.0,2.0,1.0,41.0,22.0,5.0,2.0,6.0,1.0,1.0,3.0,11.0,1.0
3173,OKLAHOMA,Nonmetropolitan Counties,Washita,5227.0,62,121.0,9.0,56,1.0,2.0,3.0,32.0,18.0,4.0,6.0,5.0,11.0,3.0,1.0,6.0,2.0
3174,OKLAHOMA,Nonmetropolitan Counties,Woods,5227.0,7,16.0,26.0,6,2.0,1.0,2.0,3.0,1.0,13.0,6.0,1.0,1.0,3.0,2.0,19.0,4.0
3175,OKLAHOMA,Nonmetropolitan Counties,Woodward,5227.0,62,165.0,5.0,59,2.0,3.0,2.0,43.0,34.0,14.0,3.0,7.0,10.0,3.0,2.0,4.0,4.0
3176,OKLAHOMA,Other Agencies,"Grand River Dam Authority, Lake Patrol",5227.0,1,41.0,3.0,1,2.0,6.0,2.0,1.0,10.0,13.0,6.0,13.0,1.0,3.0,1.0,2.0,4.0
3177,OKLAHOMA,Other Agencies,McAlester Public Schools,5227.0,5,11.0,3.0,5,2.0,6.0,2.0,4.0,6.0,13.0,6.0,1.0,6.0,3.0,3.0,1.0,1.0
3178,OKLAHOMA,Other Agencies,Norman Public Schools,5227.0,9,52.0,18.0,9,2.0,6.0,2.0,2.0,7.0,13.0,6.0,29.0,3.0,3.0,3.0,14.0,2.0
3179,OKLAHOMA,Other Agencies,Putnam City Campus,5227.0,37,42.0,38.0,37,2.0,6.0,2.0,1.0,7.0,13.0,6.0,23.0,6.0,3.0,2.0,21.0,9.0
3180,OKLAHOMA,Other Agencies - Tribal,Wyandotte Nation,5227.0,3,29.0,2.0,3,2.0,6.0,2.0,25.5,8.0,13.0,6.0,1.0,6.0,3.0,3.0,2.0,4.0
3181,OREGON,Cities,Adair Village,849.0,0,19.0,1.0,,2.0,6.0,2.0,1.0,14.0,1.0,6.0,13.0,6.0,3.0,3.0,1.0,4.0
3182,OREGON,Cities,Ashland,20376.0,175,936.0,386.0,160,1.0,14.0,2.0,63.0,188.0,89.0,24.0,39.0,14.0,5.0,1.0,373.0,11.0
3183,OREGON,Cities,Athena,1153.0,16,30.0,1.0,15,2.0,1.0,2.0,25.5,15.0,2.0,6.0,13.0,1.0,3.0,3.0,1.0,4.0
3184,OREGON,Cities,Aumsville,3652.0,55,136.0,41.0,43,2.0,8.0,2.0,9.0,46.0,10.0,4.0,8.0,7.0,3.0,3.0,36.0,4.0
3185,OREGON,Cities,Boardman,3241.0,39,152.0,24.0,36,2.0,3.0,2.0,33.0,64.0,3.0,6.0,13.0,3.0,3.0,3.0,16.0,6.0
3186,OREGON,Cities,Central Point,17431.0,164,848.0,153.0,154,2.0,7.0,1.0,62.0,185.0,38.0,12.0,13.0,26.0,1.0,1.0,134.0,16.0
3187,OREGON,Cities,Corvallis,55062.0,379,2398.0,242.0,364,1.0,13.0,2.0,235.0,804.0,100.0,35.0,17.0,34.0,15.0,15.0,208.0,32.0
3188,OREGON,Cities,Dallas,14802.0,205,596.0,85.0,177,3.0,22.0,3.0,58.0,141.0,63.0,12.0,34.0,11.0,1.0,2.0,72.0,11.0
3189,OREGON,Cities,Eagle Point,8598.0,105,513.0,58.0,102,2.0,3.0,2.0,43.0,125.0,26.0,11.0,13.0,9.0,1.0,7.0,56.0,2.0
3190,OREGON,Cities,Gervais,2509.0,44,118.0,13.0,39,1.0,3.0,1.0,9.0,48.0,16.0,5.0,1.0,5.0,3.0,3.0,10.0,3.0
3191,OREGON,Cities,Hubbard,3233.0,23,68.0,56.0,21,2.0,2.0,2.0,12.0,21.0,2.0,6.0,4.0,2.0,3.0,3.0,48.0,7.0
3192,OREGON,Cities,Independence,8720.0,82,356.0,45.0,65,1.0,14.0,2.0,31.0,87.0,29.0,10.0,40.0,13.0,3.0,3.0,41.0,3.0
3193,OREGON,Cities,Jacksonville,2827.0,15,66.0,7.0,15,2.0,6.0,2.0,7.0,20.0,5.0,1.0,13.0,2.0,3.0,3.0,7.0,4.0
3194,OREGON,Cities,Keizer,37160.0,358,1649.0,212.0,305,2.0,47.0,4.0,125.0,574.0,145.0,46.0,82.0,56.0,9.0,14.0,202.0,7.0
3195,OREGON,Cities,La Grande,13195.0,139,799.0,105.0,128,3.0,6.0,2.0,120.0,212.0,53.0,21.0,2.0,15.0,2.0,1.0,91.0,14.0
3196,OREGON,Cities,Lebanon,15823.0,204,1020.0,205.0,187,2.0,17.0,2.0,105.0,232.0,28.0,11.0,47.0,17.0,8.0,4.0,188.0,16.0
3197,OREGON,Cities,Lincoln City,7969.0,233,695.0,113.0,195,6.0,32.0,2.0,91.0,184.0,93.0,25.0,21.0,19.0,3.0,6.0,101.0,11.0
3198,OREGON,Cities,Manzanita,605.0,6,15.0,3.0,6,2.0,6.0,2.0,2.0,5.0,3.0,2.0,13.0,6.0,3.0,3.0,3.0,4.0
3199,OREGON,Cities,McMinnville,32681.0,392,1585.0,379.0,359,5.0,16.0,12.0,171.0,521.0,62.0,12.0,2.0,45.0,17.0,8.0,267.0,23.0
3200,OREGON,Cities,Medford,76037.0,"1,499",7440.0,2058.0,"1,365",11.0,104.0,15.0,478.0,1714.0,725.0,244.0,89.0,187.0,64.0,36.0,1890.0,164.0
3201,OREGON,Cities,Monmouth,9667.0,51,329.0,48.0,45,2.0,6.0,2.0,37.0,110.0,32.0,5.0,15.0,4.0,2.0,1.0,48.0,4.0
3202,OREGON,Cities,Mount Angel,3345.0,55,137.0,20.0,51,2.0,4.0,2.0,13.0,48.0,5.0,3.0,14.0,2.0,1.0,3.0,20.0,4.0
3203,OREGON,Cities,Myrtle Creek,3458.0,37,168.0,95.0,32,2.0,5.0,2.0,5.0,57.0,8.0,3.0,13.0,3.0,2.0,3.0,90.0,5.0
3204,OREGON,Cities,Newberg-Dundee,25613.0,152,783.0,172.0,133,1.0,6.0,9.0,39.0,326.0,64.0,12.0,15.0,16.0,2.0,17.0,144.0,14.0
3205,OREGON,Cities,Newport,10039.0,231,850.0,113.0,197,6.0,22.0,6.0,95.0,232.0,68.0,17.0,23.0,17.0,6.0,8.0,92.0,12.0
3206,OREGON,Cities,Pendleton,16903.0,412,1250.0,219.0,403,1.0,7.0,2.0,139.0,313.0,65.0,27.0,10.0,53.0,7.0,1.0,184.0,35.0
3207,OREGON,Cities,Phoenix,4607.0,43,202.0,41.0,40,1.0,1.0,1.0,8.0,57.0,4.0,6.0,1.0,7.0,1.0,3.0,38.0,3.0
3208,OREGON,Cities,Pilot Rock,1530.0,17,34.0,3.0,16,2.0,1.0,2.0,25.5,18.0,13.0,6.0,13.0,6.0,3.0,3.0,3.0,4.0
3209,OREGON,Cities,Redmond,26835.0,564,2145.0,266.0,527,1.0,29.0,7.0,198.0,638.0,136.0,33.0,89.0,53.0,14.0,7.0,212.0,46.0
3210,OREGON,Cities,Reedsport,4175.0,91,241.0,37.0,79,3.0,8.0,1.0,33.0,65.0,13.0,3.0,6.0,5.0,3.0,3.0,34.0,3.0
3211,OREGON,Cities,Rogue River,2163.0,23,108.0,21.0,21,2.0,6.0,2.0,12.0,18.0,5.0,1.0,13.0,2.0,3.0,3.0,17.0,4.0
3212,OREGON,Cities,Salem,157353.0,"1,639",10175.0,1446.0,"1,410",38.0,165.0,19.0,1043.0,1852.0,775.0,114.0,484.0,750.0,140.0,131.0,1258.0,158.0
3213,OREGON,Cities,Silverton,9394.0,67,296.0,52.0,52,1.0,13.0,1.0,24.0,123.0,10.0,3.0,27.0,11.0,3.0,1.0,49.0,3.0
3214,OREGON,Cities,Stanfield,2082.0,12,38.0,32.0,12,2.0,6.0,2.0,4.0,7.0,4.0,6.0,13.0,5.0,3.0,3.0,30.0,2.0
3215,OREGON,Cities,Stayton,7788.0,120,621.0,93.0,108,2.0,10.0,2.0,78.0,151.0,40.0,7.0,22.0,37.0,4.0,4.0,85.0,7.0
3216,OREGON,Cities,Sutherlin,7852.0,177,353.0,128.0,158,1.0,13.0,5.0,47.0,86.0,9.0,2.0,13.0,25.0,2.0,1.0,103.0,25.0
3217,OREGON,Cities,Talent,6158.0,68,354.0,87.0,59,4.0,5.0,2.0,31.0,80.0,27.0,5.0,1.0,4.0,1.0,2.0,79.0,8.0
3218,OREGON,Cities,Tillamook,5037.0,146,337.0,30.0,136,2.0,10.0,2.0,25.0,115.0,12.0,1.0,7.0,4.0,1.0,1.0,27.0,3.0
3219,OREGON,Cities,Toledo,3483.0,119,243.0,59.0,98,5.0,15.0,1.0,36.0,64.0,22.0,3.0,16.0,5.0,3.0,3.0,50.0,6.0
3220,OREGON,Cities,Turner,1889.0,11,52.0,5.0,8,2.0,6.0,2.0,6.0,10.0,3.0,6.0,1.0,8.0,3.0,3.0,4.0,1.0
3221,OREGON,Cities,Umatilla,7014.0,85,213.0,26.0,78,1.0,5.0,2.0,23.0,65.0,16.0,3.0,13.0,12.0,3.0,1.0,19.0,7.0
3222,OREGON,Cities,Winston,5408.0,69,292.0,83.0,53,3.0,12.0,1.0,42.0,80.0,10.0,4.0,4.0,9.0,3.0,3.0,72.0,10.0
3223,OREGON,Cities,Woodburn,24531.0,263,1410.0,136.0,237,4.0,21.0,2.0,144.0,415.0,65.0,19.0,27.0,76.0,24.0,4.0,103.0,26.0
3224,OREGON,Cities,Yamhill,1039.0,19,25.0,26.0,19,2.0,6.0,2.0,3.0,5.0,1.0,6.0,1.0,2.0,3.0,1.0,22.0,3.0
3225,OREGON,Metropolitan Counties,Benton,5227.0,198,351.0,187.0,185,3.0,7.0,2.0,42.0,127.0,57.0,16.0,1.0,15.0,3.0,2.0,160.0,26.0
3226,OREGON,Metropolitan Counties,Deschutes,5227.0,614,1568.0,401.0,579,3.0,28.0,4.0,240.0,488.0,117.0,51.0,104.0,45.0,5.0,7.0,344.0,54.0
3227,OREGON,Metropolitan Counties,Jackson,5227.0,831,2191.0,457.0,789,8.0,30.0,1.0,316.0,613.0,165.0,41.0,10.0,81.0,9.0,5.0,393.0,63.0
3228,OREGON,Metropolitan Counties,Josephine,5227.0,245,1203.0,69.0,228,3.0,14.0,2.0,324.0,280.0,51.0,9.0,102.0,93.0,6.0,1.0,48.0,21.0
3229,OREGON,Metropolitan Counties,Polk,5227.0,210,541.0,336.0,189,1.0,16.0,4.0,92.0,120.0,65.0,13.0,35.0,20.0,3.0,7.0,317.0,17.0
3230,OREGON,Metropolitan Counties,Yamhill,5227.0,347,997.0,204.0,318,7.0,17.0,4.0,186.0,286.0,49.0,19.0,7.0,40.0,3.0,4.0,150.0,15.0
3231,OREGON,Nonmetropolitan Counties,Douglas,5227.0,508,2181.0,640.0,432,3.0,67.0,6.0,392.0,580.0,151.0,50.0,10.0,82.0,7.0,6.0,579.0,57.0
3232,OREGON,Nonmetropolitan Counties,Lincoln,5227.0,243,650.0,118.0,213,6.0,14.0,10.0,104.0,230.0,32.0,15.0,25.0,25.0,4.0,9.0,96.0,16.0
3233,OREGON,Nonmetropolitan Counties,Morrow,5227.0,92,280.0,27.0,88,2.0,3.0,2.0,46.0,78.0,11.0,5.0,13.0,11.0,1.0,3.0,23.0,4.0
3234,OREGON,Nonmetropolitan Counties,Tillamook,5227.0,121,420.0,110.0,115,1.0,4.0,2.0,88.0,122.0,19.0,6.0,24.0,17.0,1.0,3.0,100.0,10.0
3235,OREGON,Nonmetropolitan Counties,Umatilla,5227.0,226,758.0,16.0,214,3.0,7.0,2.0,148.0,154.0,20.0,5.0,13.0,115.0,2.0,1.0,11.0,5.0
3236,OREGON,Nonmetropolitan Counties,Union,5227.0,99,384.0,62.0,88,2.0,8.0,2.0,65.0,108.0,22.0,10.0,13.0,20.0,3.0,7.0,52.0,10.0
3237,OREGON,Other Agencies,"Blue Mountain Enforcement Narcotics Team, Morrow County",5227.0,0,0.0,11.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,11.0,4.0
3238,RHODE ISLAND,Cities,Barrington,16268.0,43,320.0,49.0,40,2.0,3.0,2.0,30.0,80.0,45.0,14.0,16.0,3.0,3.0,4.0,42.0,6.0
3239,RHODE ISLAND,Cities,Bristol,22900.0,124,469.0,72.0,119,2.0,4.0,1.0,46.0,155.0,32.0,11.0,31.0,3.0,1.0,10.0,69.0,2.0
3240,RHODE ISLAND,Cities,Burrillville,15941.0,99,375.0,39.0,91,2.0,8.0,2.0,71.0,116.0,18.0,11.0,35.0,12.0,2.0,2.0,37.0,1.0
3241,RHODE ISLAND,Cities,Central Falls,19360.0,335,1001.0,136.0,305,5.0,23.0,1.0,120.0,265.0,67.0,15.0,41.0,120.0,47.0,16.0,97.0,27.0
3242,RHODE ISLAND,Cities,Charlestown,7793.0,54,219.0,30.0,51,2.0,3.0,2.0,26.0,67.0,14.0,8.0,22.0,2.0,3.0,2.0,27.0,2.0
3243,RHODE ISLAND,Cities,Coventry,34850.0,220,999.0,96.0,204,3.0,10.0,2.0,150.0,188.0,69.0,25.0,21.0,37.0,1.0,18.0,83.0,13.0
3244,RHODE ISLAND,Cities,Cranston,80315.0,533,2870.0,242.0,485,5.0,37.0,4.0,397.0,549.0,184.0,76.0,268.0,154.0,34.0,78.0,184.0,57.0
3245,RHODE ISLAND,Cities,Cumberland,33475.0,194,900.0,70.0,184,2.0,8.0,2.0,112.0,274.0,47.0,20.0,37.0,26.0,5.0,10.0,64.0,6.0
3246,RHODE ISLAND,Cities,East Greenwich,13085.0,45,274.0,30.0,42,2.0,3.0,2.0,30.0,81.0,21.0,8.0,29.0,4.0,1.0,2.0,26.0,3.0
3247,RHODE ISLAND,Cities,East Providence,46994.0,339,1516.0,180.0,302,6.0,28.0,1.0,145.0,442.0,121.0,44.0,111.0,60.0,14.0,27.0,165.0,12.0
3248,RHODE ISLAND,Cities,Foster,4603.0,16,72.0,12.0,16,2.0,6.0,2.0,17.0,20.0,1.0,6.0,10.0,5.0,3.0,3.0,11.0,1.0
3249,RHODE ISLAND,Cities,Glocester,9738.0,40,72.0,41.0,39,2.0,6.0,2.0,12.0,28.0,13.0,6.0,4.0,5.0,3.0,3.0,34.0,7.0
3250,RHODE ISLAND,Cities,Hopkinton,8151.0,55,215.0,38.0,48,2.0,6.0,1.0,19.0,65.0,14.0,6.0,21.0,4.0,3.0,2.0,36.0,2.0
3251,RHODE ISLAND,Cities,Jamestown,5386.0,26,175.0,32.0,25,2.0,1.0,2.0,8.0,52.0,23.0,9.0,17.0,2.0,3.0,2.0,32.0,4.0
3252,RHODE ISLAND,Cities,Johnston,28743.0,192,847.0,57.0,176,2.0,13.0,2.0,100.0,190.0,58.0,20.0,38.0,61.0,8.0,30.0,42.0,14.0
3253,RHODE ISLAND,Cities,Lincoln,21088.0,94,781.0,43.0,83,1.0,9.0,1.0,80.0,220.0,39.0,21.0,31.0,33.0,5.0,11.0,31.0,12.0
3254,RHODE ISLAND,Cities,Little Compton,3480.0,8,71.0,19.0,8,2.0,6.0,2.0,11.0,23.0,13.0,6.0,13.0,6.0,3.0,3.0,16.0,3.0
3255,RHODE ISLAND,Cities,Middletown,16096.0,168,502.0,156.0,164,2.0,3.0,1.0,34.0,151.0,55.0,22.0,52.0,7.0,3.0,4.0,137.0,17.0
3256,RHODE ISLAND,Cities,Narragansett,15799.0,83,492.0,89.0,81,1.0,1.0,2.0,51.0,172.0,20.0,3.0,43.0,11.0,3.0,4.0,79.0,10.0
3257,RHODE ISLAND,Cities,Newport,24595.0,878,1755.0,148.0,839,5.0,33.0,2.0,226.0,601.0,99.0,42.0,218.0,22.0,15.0,9.0,120.0,26.0
3258,RHODE ISLAND,Cities,North Kingstown,26371.0,236,772.0,84.0,223,2.0,13.0,2.0,90.0,235.0,63.0,17.0,52.0,14.0,1.0,11.0,68.0,14.0
3259,RHODE ISLAND,Cities,North Providence,32048.0,265,848.0,130.0,243,5.0,17.0,2.0,150.0,206.0,57.0,19.0,46.0,71.0,11.0,10.0,117.0,13.0
3260,RHODE ISLAND,Cities,North Smithfield,11957.0,73,438.0,38.0,70,2.0,3.0,2.0,32.0,70.0,28.0,14.0,8.0,19.0,3.0,5.0,34.0,4.0
3261,RHODE ISLAND,Cities,Pawtucket,71085.0,"1,190",3851.0,398.0,"1,104",7.0,69.0,5.0,676.0,804.0,301.0,78.0,316.0,381.0,81.0,122.0,293.0,90.0
3262,RHODE ISLAND,Cities,Portsmouth,17331.0,126,450.0,55.0,120,2.0,4.0,2.0,53.0,148.0,37.0,17.0,33.0,10.0,3.0,3.0,42.0,13.0
3263,RHODE ISLAND,Cities,Providence,177882.0,"3,163",11456.0,997.0,"2,971",11.0,157.0,7.0,1945.0,2224.0,607.0,93.0,761.0,1158.0,363.0,56.0,700.0,248.0
3264,RHODE ISLAND,Cities,Richmond,7674.0,29,156.0,51.0,26,1.0,2.0,2.0,12.0,49.0,20.0,12.0,23.0,6.0,3.0,2.0,44.0,7.0
3265,RHODE ISLAND,Cities,Scituate,10320.0,31,126.0,14.0,30,2.0,1.0,2.0,27.0,35.0,13.0,6.0,8.0,6.0,3.0,3.0,11.0,3.0
3266,RHODE ISLAND,Cities,Smithfield,21411.0,91,432.0,59.0,87,2.0,4.0,2.0,36.0,91.0,21.0,14.0,13.0,18.0,3.0,11.0,58.0,1.0
3267,RHODE ISLAND,Cities,South Kingstown,30524.0,160,498.0,146.0,154,2.0,5.0,1.0,67.0,158.0,36.0,18.0,64.0,9.0,6.0,7.0,129.0,16.0
3268,RHODE ISLAND,Cities,Tiverton,15728.0,191,614.0,83.0,178,1.0,12.0,2.0,123.0,152.0,39.0,14.0,27.0,20.0,2.0,7.0,61.0,21.0
3269,RHODE ISLAND,Cities,Warren,10584.0,153,510.0,43.0,144,2.0,9.0,2.0,71.0,165.0,34.0,8.0,91.0,8.0,7.0,10.0,36.0,6.0
3270,RHODE ISLAND,Cities,Warwick,82282.0,512,3119.0,298.0,478,2.0,33.0,2.0,338.0,570.0,279.0,83.0,96.0,92.0,29.0,34.0,273.0,23.0
3271,RHODE ISLAND,Cities,Westerly,22686.0,182,700.0,109.0,165,1.0,15.0,2.0,58.0,180.0,57.0,25.0,65.0,9.0,5.0,12.0,98.0,7.0
3272,RHODE ISLAND,Cities,West Warwick,29053.0,405,1046.0,93.0,368,1.0,32.0,3.0,159.0,313.0,85.0,24.0,82.0,38.0,6.0,27.0,80.0,12.0
3273,RHODE ISLAND,Cities,Woonsocket,41147.0,833,2089.0,290.0,752,7.0,70.0,4.0,350.0,549.0,102.0,44.0,172.0,73.0,59.0,39.0,214.0,67.0
3274,RHODE ISLAND,Universities and Colleges,Brown University,8768.0,13,154.0,5.0,11,2.0,2.0,2.0,21.0,14.0,13.0,6.0,75.0,6.0,3.0,3.0,5.0,4.0
3275,RHODE ISLAND,Universities and Colleges,University of Rhode Island,16317.0,29,312.0,32.0,27,2.0,2.0,2.0,14.0,125.0,5.0,3.0,95.0,2.0,1.0,2.0,29.0,3.0
3276,RHODE ISLAND,State Police Agencies,Rhode Island State Police Headquarters,5227.0,80,254.0,135.0,51,2.0,22.0,3.0,2.0,2.0,113.0,5.0,4.0,58.0,3.0,13.0,77.0,10.0
3277,RHODE ISLAND,State Police Agencies,State Police:,5227.0,,137.0,32.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
3278,RHODE ISLAND,State Police Agencies,Chepachet,5227.0,48,111.0,85.0,40,2.0,8.0,2.0,1.0,5.0,57.0,10.0,8.0,9.0,3.0,5.0,78.0,6.0
3279,RHODE ISLAND,State Police Agencies,Hope Valley,5227.0,51,97.0,155.0,49,2.0,2.0,2.0,9.0,22.0,16.0,4.0,12.0,7.0,3.0,5.0,138.0,16.0
3280,RHODE ISLAND,State Police Agencies,Lincoln,5227.0,115,231.0,169.0,103,4.0,7.0,1.0,2.0,28.0,77.0,12.0,5.0,23.0,1.0,18.0,158.0,11.0
3281,RHODE ISLAND,State Police Agencies,Portsmouth,5227.0,9,12.0,19.0,8,2.0,1.0,2.0,1.0,2.0,4.0,2.0,13.0,6.0,3.0,2.0,18.0,1.0
3282,RHODE ISLAND,State Police Agencies,Wickford,5227.0,52,134.0,80.0,49,2.0,2.0,1.0,9.0,22.0,41.0,12.0,9.0,8.0,1.0,1.0,71.0,9.0
3283,RHODE ISLAND,Other Agencies,Department of Environmental Management,5227.0,11,68.0,15.0,9,2.0,6.0,2.0,2.0,18.0,4.0,6.0,2.0,6.0,3.0,1.0,5.0,10.0
3284,RHODE ISLAND,Other Agencies,Rhode Island State Airport,5227.0,4,46.0,9.0,3,2.0,1.0,2.0,25.5,11.0,11.0,6.0,1.0,1.0,3.0,3.0,5.0,4.0
3285,SOUTH CAROLINA,Cities,Abbeville,5232.0,133,356.0,106.0,128,2.0,3.0,2.0,62.0,103.0,7.0,5.0,13.0,3.0,5.0,3.0,88.0,16.0
3286,SOUTH CAROLINA,Cities,Aiken,29909.0,537,2420.0,435.0,517,1.0,10.0,2.0,246.0,496.0,161.0,87.0,36.0,74.0,40.0,7.0,239.0,52.0
3287,SOUTH CAROLINA,Cities,Allendale,3424.0,87,258.0,29.0,83,1.0,3.0,2.0,78.0,87.0,9.0,2.0,3.0,5.0,3.0,1.0,22.0,3.0
3288,SOUTH CAROLINA,Cities,Anderson,27127.0,970,2834.0,515.0,929,8.0,24.0,2.0,393.0,445.0,186.0,53.0,24.0,126.0,38.0,28.0,370.0,47.0
3289,SOUTH CAROLINA,Cities,Andrews,2879.0,110,367.0,47.0,107,2.0,1.0,1.0,46.0,90.0,29.0,2.0,6.0,8.0,3.0,7.0,36.0,6.0
3290,SOUTH CAROLINA,Cities,Bamberg,3638.0,132,231.0,93.0,129,2.0,2.0,1.0,34.0,59.0,16.0,2.0,1.0,3.0,5.0,7.0,61.0,16.0
3291,SOUTH CAROLINA,Cities,Barnwell,4739.0,338,751.0,80.0,326,4.0,5.0,1.0,153.0,190.0,58.0,15.0,13.0,13.0,22.0,1.0,24.0,44.0
3292,SOUTH CAROLINA,Cities,Batesburg-Leesville,5503.0,364,488.0,84.0,354,2.0,7.0,2.0,53.0,77.0,41.0,3.0,6.0,15.0,3.0,2.0,42.0,11.0
3293,SOUTH CAROLINA,Cities,Beaufort,12653.0,741,1215.0,181.0,714,13.0,11.0,1.0,149.0,216.0,83.0,30.0,162.0,20.0,29.0,11.0,133.0,31.0
3294,SOUTH CAROLINA,Cities,Belton,4204.0,87,264.0,36.0,85,2.0,2.0,2.0,29.0,36.0,23.0,9.0,34.0,12.0,3.0,3.0,21.0,3.0
3295,SOUTH CAROLINA,Cities,Bennettsville,9034.0,497,952.0,197.0,485,3.0,7.0,1.0,98.0,288.0,69.0,6.0,10.0,15.0,14.0,5.0,167.0,13.0
3296,SOUTH CAROLINA,Cities,Bishopville,3457.0,173,565.0,34.0,169,2.0,4.0,2.0,74.0,155.0,27.0,15.0,7.0,17.0,10.0,2.0,26.0,4.0
3297,SOUTH CAROLINA,Cities,Blacksburg,1873.0,113,196.0,45.0,109,2.0,4.0,2.0,41.0,53.0,11.0,5.0,30.0,8.0,2.0,3.0,40.0,4.0
3298,SOUTH CAROLINA,Cities,Blackville,2401.0,98,210.0,19.0,91,2.0,2.0,2.0,31.0,70.0,9.0,4.0,7.0,7.0,8.0,2.0,10.0,7.0
3299,SOUTH CAROLINA,Cities,Bluffton,12855.0,302,700.0,57.0,292,1.0,7.0,2.0,73.0,138.0,35.0,27.0,56.0,17.0,15.0,11.0,45.0,5.0
3300,SOUTH CAROLINA,Cities,Branchville,1028.0,3,20.0,0.0,3,2.0,6.0,2.0,2.0,2.0,13.0,6.0,13.0,1.0,3.0,3.0,25.0,4.0
3301,SOUTH CAROLINA,Cities,Burnettown,2713.0,29,89.0,11.0,29,2.0,6.0,2.0,17.0,18.0,2.0,6.0,2.0,2.0,3.0,3.0,6.0,3.0
3302,SOUTH CAROLINA,Cities,Calhoun Falls,2001.0,33,94.0,3.0,30,1.0,2.0,2.0,14.0,28.0,7.0,6.0,20.0,3.0,1.0,3.0,2.0,4.0
3303,SOUTH CAROLINA,Cities,Camden,6968.0,341,714.0,93.0,337,1.0,2.0,1.0,132.0,113.0,95.0,24.0,30.0,12.0,6.0,8.0,51.0,13.0
3304,SOUTH CAROLINA,Cities,Cayce,12864.0,569,1240.0,227.0,533,21.0,12.0,2.0,124.0,347.0,120.0,30.0,9.0,72.0,13.0,16.0,131.0,17.0
3305,SOUTH CAROLINA,Cities,Central,5224.0,42,354.0,33.0,37,1.0,2.0,1.0,29.0,38.0,21.0,17.0,1.0,4.0,5.0,3.0,22.0,2.0
3306,SOUTH CAROLINA,Cities,Chapin,1485.0,15,104.0,29.0,13,2.0,2.0,2.0,6.0,12.0,25.0,2.0,3.0,6.0,2.0,1.0,19.0,2.0
3307,SOUTH CAROLINA,Cities,Charleston,123856.0,"1,841",5001.0,1701.0,"1,764",11.0,54.0,2.0,377.0,954.0,265.0,165.0,475.0,235.0,104.0,99.0,1277.0,119.0
3308,SOUTH CAROLINA,Cities,Cheraw,5885.0,202,623.0,117.0,190,2.0,9.0,3.0,66.0,152.0,42.0,8.0,6.0,18.0,6.0,1.0,72.0,16.0
3309,SOUTH CAROLINA,Cities,Chesnee,883.0,23,98.0,31.0,22,1.0,6.0,2.0,5.0,13.0,5.0,6.0,3.0,3.0,3.0,3.0,22.0,4.0
3310,SOUTH CAROLINA,Cities,Chester,5623.0,400,538.0,83.0,386,1.0,13.0,2.0,86.0,151.0,34.0,1.0,3.0,6.0,8.0,1.0,54.0,14.0
3311,SOUTH CAROLINA,Cities,Chesterfield,1473.0,19,113.0,53.0,19,2.0,6.0,2.0,6.0,25.0,3.0,1.0,1.0,1.0,1.0,3.0,32.0,2.0
3312,SOUTH CAROLINA,Cities,Clemson,14079.0,181,707.0,71.0,171,2.0,5.0,2.0,86.0,161.0,45.0,24.0,66.0,36.0,3.0,1.0,64.0,7.0
3313,SOUTH CAROLINA,Cities,Clinton,8570.0,442,711.0,318.0,425,2.0,12.0,2.0,110.0,163.0,50.0,1.0,40.0,14.0,5.0,11.0,187.0,27.0
3314,SOUTH CAROLINA,Cities,Clio,722.0,21,70.0,6.0,21,2.0,6.0,2.0,8.0,23.0,13.0,6.0,13.0,1.0,2.0,1.0,4.0,2.0
3315,SOUTH CAROLINA,Cities,Clover,5245.0,164,345.0,126.0,148,1.0,15.0,2.0,41.0,82.0,26.0,7.0,13.0,9.0,5.0,5.0,74.0,11.0
3316,SOUTH CAROLINA,Cities,Cottageville,766.0,11,41.0,41.0,11,2.0,6.0,2.0,9.0,10.0,1.0,6.0,2.0,3.0,1.0,2.0,21.0,6.0
3317,SOUTH CAROLINA,Cities,Coward,764.0,5,20.0,4.0,5,2.0,6.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,3.0,1.0,4.0,4.0
